,title,entreprise,localisation,date,url to apply,details,job description
135,Développeur frontend React.js - Entreprise solidaire (ESUS) - Remote friendly,Octopus IT - Expert du recrutement tech,Paris,il y a 3 semaines,https://fr.linkedin.com/jobs/view/externalApply/3332209941?url=https%3A%2F%2Fjobs%2Eoctopusit%2Efr%2Fjobs%2F1511456-developpeur-frontend-react-js-entreprise-solidaire-esus-remote-friendly&urlHash=wcB0&refId=i0yzABeRBEyzBOB1%2Fv99QQ%3D%3D&trackingId=2whWJIBbF%2FxJcuIDmtCjJw%3D%3D&trk=public_jobs_apply-link-offsite,"La sociétéStart-up française créée en 2015, elle a lancée la première conciergerie de quartier repensée et connectée!Elle se déploie à peine un an après dans tout Paris grâce à la signature d’une convention avec la Ville de Paris. C’est le début d’une grande épopée !Pour chaque petit soucis du quotidien (bricolage, ménage, informatique..) votreconcierge de quartier vous trouve les personnes qu'il vous faut, près de chez vous.L'entreprise a la conviction que notre société ira mieux si on remet de l’humain dans notre quotidien. Nous touchons les limites d’une société de service pilotée par le marketing qui dépersonnalise les prestations réalisées : il est temps de refaire une place à la relation humaine authentique !Ces petits services du quotidien permettent de recréer du lien, de sortir de l’anonymat et de l’isolement.La dimension sociale et humaine est au cœur de cette invention : mettre en lien des indépendants, rendre accessible le travail, la formation ou encore aider sur les micro entrepreneurs sur leurs stratégie commerciale.Une équipe sociale professionnelle interne aide chaque personne à se développer, faciliter l'accès au logement, soigner des addictions, lutter contre les discriminations à l'embauche etc..Aujourd’hui, l'entreprise compte 10 corners à Paris, plus de 1 000 adhérentset plus de 120 000 prestations effectuées.L'enjeu est de taille : un déploiement à Lille et Lyon est en cours !Le posteC'est une aventure à laquelle plus de 65 collaborateurs participent chaque jour, et autant vous dire qu’ils y prennent un pied fou !L'équipe se compose d'un CTO, deux développeurs frontend, deux développeurs backend, un développeur mobile et un devOps.L'équipe travaille sur une application client (React Native), une application utilisateurs (React Native), un ERP (React / Angular) et un espace client (Vue.js)Ici tu pourras exprimer toute ta créativité artistique et technique pourrépondre aux enjeux techniques et fonctionnels des users internes et externes :Participer à la réalisation d’une roadmap produit ambitieuse sur 2022 Rédaction de spécifications techniquesContribution aux choix d'architecture et d'optimisationDéveloppement des nouvelles fonctionnalités et maintenanceRédaction de tests unitaires et fonctionnelsMigrer tout l'ERP sur React uniquement La stack actuelleFrontend : React / Angular / Vue.js Backend : PHP - Symfony Mobile : React Native Les évolutions à venir dépendront majoritairement de vous et de vos préconisations.Votre profilParfaite maîtrise du JavaScript depuis plus de 3 ansBonnes expériences en React (d'autres frameworks tel que VueJs sont un plus)Versioning (Git ou Mercurial)Expérience sur la rédaction de tests (unitaires et/ou fonctionnels)Expérience en environnement Agile Le salaire & avantages50K€RTTCarte Lunchr & Mutuelle2 jours de télétravail par semaineIncentives organisés par la directionEt plus encore…Ce qu’on préfèreÊtre impliqué à fond dans une aventure qui à du sens De l’autonomie et des responsabilités (beaucoup !)Une équipe solidaire Ce poste a été soigneusement choisi par votre coach. Powered by Octopus IT, cabinet d’Experts en Recrutement Tech (CDI et clients finaux uniquement) – Visitez nous pour plus d’opportunités : www.octopusit.fr","Premier emploi,Temps plein,Ingénierie et Technologies de l’information,Services de ressources humaines"
136,Application Developer,Outsight,Paris,il y a 3 semaines,https://fr.linkedin.com/jobs/view/externalApply/3327165251?url=https%3A%2F%2Fjobs%2Elever%2Eco%2Foutsight%2F39cfa5af-c60c-4a0e-a7ee-c7387a7c4687%2Fapply%3Flever-source%3DLinkedIn&urlHash=KDYq&refId=i0yzABeRBEyzBOB1%2Fv99QQ%3D%3D&trackingId=KEQ5gvEmpVRhwExHGA8e0A%3D%3D&trk=public_jobs_apply-link-offsite,"The application team's main goal is to make Outsight's perception driver the easiest solution to integrate on the market with a large spectrum of applications.To fulfill this goal, the application team focuses on 3 aspects:Client specific applicationLibraries and Drivers to simplify integrationCode samples used as tutorialsIn collaboration with the Software, Product and Business teams, you will take part in many aspects of application development:App feasibility, specification and architectureImplementation: advanced 3D algorithms, communication management, 3D visualizationQA: automated tests and deploymentsProfile needed :Engineering degree in computer science, information technology3+ years of experience in: Python and/or C++Development environment: Linux (Ubuntu), Shell, Git/Gitlab, DockerExperience in robotics and perception is a strong plus (ROS, Computer vision)Why join us?The opportunity to work in an international start-up on the rise with significant resources and high growth.The possibility of working with dynamic, experienced and multidisciplinary teams.The prospect of growing in responsibility with the business.The pride of participating in the creation of a whole new generation of 3D perception solutions.A position in which you can grow quickly and express your creativity & potential.Working with visionary and passionate management.Outsight means ""the ability to see and understand external things clearly."" We are an innovative company specialized in delivering “Real-Time 3D Situation Awareness.” We’ve developed unique solutions for processing LiDAR data in real-time as well as other 3D-native technologies. We enable an unprecedented level of perception and semantic capabilities or smart machines like vehicles and mobile robots, as well as smart infrastructure projects like transportation hubs, venues, roads, and more. Prestigious clients in the US, Europe, and Asia use our solutions in a variety of applications, including autonomous cars, mobile robots, industrial automation, ITS, drones, off-road vehicles, and more. In addition to Paris, we have offices in San Francisco and Sophia Antipolis.We're looking for top-notch professionals in a variety of fields to join our rapidly expanding team. Our products allow machines to see their surroundings in real time. Our customers use our solution in a variety of settings around the world, including nuclear power plants, warehouses, airports, industrial zones, forests, harbours, and urban areas, among others. When it comes to collecting real-world data with LiDARs, we provide our customers with state-of-the-art tools and best practices.Outsight is an Equal Employment Opportunity employer that pursues and hires a diverse workforce. Outsighters don't make employment decisions on the basis of race, color, religion, ethnic or national origin, nationality, sex, gender, gender-identity, sexual orientation, disability, age, military status, or any other basis protected by local, state, or federal laws. Outsight also strives for a healthy and safe workplace, and prohibits harassment of any kind. If you have a disability or special need that requires accommodation, please let us know.","Premier emploi,Temps plein,Ingénierie et Technologies de l’information,Développement de logiciels"
137,"Développeur(se) Front/Back/Fullstack (React/Redux, Nodejs) - Full Remote H/F",ODDIRIS RH,Paris,il y a 1 mois,https://fr.linkedin.com/jobs/view/externalApply/3306507622?url=https%3A%2F%2Fwww%2Ejobposting%2Epro%2Femploi-1204994-123%23postuler&urlHash=km_f&refId=i0yzABeRBEyzBOB1%2Fv99QQ%3D%3D&trackingId=pH1h7tbjDFiaLNNQKJo3XA%3D%3D&trk=public_jobs_apply-link-offsite,"Cabinet de Conseil en Ressources Humaines, nous intervenons dans le domaine du recrutement, de l'évaluation et de l'accompagnement RH.Passionnés par notre métier, nous concilions une expertise des PME et multinationales avec une connaissance approfondie de la culture et du comportement humain.Spécialisés par métier, nous intervenons sur l'ensemble des besoins RH.Le PosteNous recherchons pour notre client, leader des points de vente mobile en Europe, un(e) développeur.se Fullstack (React / Redux, Node.js) expérimenté(e) en Full Remote (CDI).Au sein d'un environnement en forte croissance, vos principales responsabilités seront de : Contribuer aux développements du Back Office. Maîtriser une vision globale du cycle de vie des produits : compréhension des besoins métiers, architecture et choix technos, développement, tests, déploiements, fix, etc. Contribuer à développer et étendre les fonctionnalités des solutions déployées en mode SaaS. Collaborer avec d'autres équipes telles que Product Management, QA, DevOps, Support, etc.La stack : React / Redux, Node.js, architecture microservices, lambda, AWS, CircleCI, etc.ProfilSi vous avez une... : Expérience solide de 4 ans minimum, idéalement en développement Front ou Fullstack, avec une forte appétence pour les sujets Front, Très bonne maîtrise des frameworks javascript, en particulier React / Redux, ainsi que les librairies front, Maîtrise des API REST, Maîtrise de Node.js, en tant que Développeur Fullstack et des architectures serverless événementielles sur AWS, Connaissance des stratégies de tests et d'intégration continue, Envie de travailler avec une équipe soudée dans une ambiance décontractée,… ce poste est fait pour vous !Le petit plus qui vous démarquera : Une bonne maitrise de l'anglais à l'écrit comme à l'oral !Pourquoi rejoindre notre client ? Présence mondiale dans plus de 5 pays. Du full-remote Un variable sur objectif et des primes Des horaires flexibles Intégrer un environnement de travail extraordinaire et une équipe qui travaille avec passion et détermination pour obtenir des résultats incroyables.Poste en Full RemoteLieu(x) de travail : Paris, Milan, BarceloneSalaire entre 48 et 60KE annuels selon le profil et l'expérience","Confirmé,Temps plein,Technologies de l’information,Recrutement"
138,STAGE – Développeur/euse Web Front-end (F/H),Dassault Systèmes,Vélizy-Villacoublay,il y a 1 semaine,https://fr.linkedin.com/jobs/view/externalApply/3249569067?url=https%3A%2F%2Fwww%2E3ds%2Ecom%2Fcareers%2Fjobs%2Fstage-developpeur-euse-web-front-end-f-h-528328%3Fsrc%3DSNS-102&urlHash=yv2H&refId=i0yzABeRBEyzBOB1%2Fv99QQ%3D%3D&trackingId=JG%2FRuEtFO1tj0dq38zvFqA%3D%3D&trk=public_jobs_apply-link-offsite,"Imaginez demain…Dassault Systèmes, « The 3DEXPERIENCE Company », offre aux entreprises et aux particuliers les univers virtuels nécessaires à la conception d'innovations durables. Ses solutions leaders sur le marché transforment pour nos clients, la conception, la fabrication et la maintenance de leurs produits.Vous intégrez l'équipe responsable de l'application Insight For Research, outil de statistique de Biovia aidant les biochimistes à trouver des molécules candidates pour la fabrication de médicaments.En particulier, vous contribuez à l'évolution de l'interface utilisateur de l'application, en utilisant les technologies web les plus récentes.Dans l'équipe, nous aimons partager nos expériences (nos développements respectifs, nos problèmes techniques, les nouvelles technologies qui émergent), et sommes très à l'écoute.Nous apprécions également concevoir des fonctionnalités ou résoudre des problèmes de manière collective.Nous avons également à cœur de modifier nos méthodes de travail de sorte à utiliser des outils et technologies modernes.La fabrication d'un médicament ou d'un vaccin implique une phase de sélection de molécules candidates disposant de propriétés recherchées. Biovia dispose d'une application de suggestions de molécules, en aval de laquelle Insight intervient.Vos futurs défis…Les outils de statistique proposés visent à aider les biochimistes à affiner la liste des candidats potentiels, et à trouver la molécule utilisée pour poursuivre le processus de recherche.L'application basée sur le framework Angular propose un outil de tableau permettant de visualiser les données des molécules à comparer. Et nous souhaitons migrer cet outil basé sur une librairie externe par un équivalent plus performant développé par DS.Les objectifs du stage sont donc les suivants: étudier la fonctionnalité existante et son code étudier le nouveau composant et réaliser un prototype concevoir une nouvelle architecture de code pérenne et évolutive implémenter la migration en fournissant une qualité de code très élevéeVous travaillerez également en collaboration avec nos équipes de testeurs, dont les retours ainsi que ceux de nos nombreux utilisateurs permettront d'améliorer vos développements de manière itérative.Vos atouts pour réussir…Etudiant.e préparant un diplôme niveau BAC+5 avec une spécialisation dans le développement, vous recherchez un stage de 6 mois à partir de janvier 2023.Vous avez des connaissances en HTML5, Javascript (ES5/ES6, et idéalement un framework JS comme Angular, ReactJS ou VueJs), CSS3 (idéalement un framework CSS comme SASS ou LESS).Vous avez des notions sur la programmation orientée objet.Vous connaissez les outils standard de gestion de code (git ou svn).Idéalement, vous avez déjà manipulé un framework backend (Symphony, Laval, Node Express, Java Spring...)Vous êtes passionné/e par les technologies du web et vous êtes curieux/se concernant les nouveaux frameworks qui émergent régulièrement.Vous aimez collaborer avec une équipe et travailler à plusieurs.Vous êtes à l'écoute des retours.Vous disposez d'une bonne autonomie.Vous êtes créatif/ve et n'hésitez pas à remettre les choses en question.Diversity statementAs a game-changer in sustainable technology and innovation, Dassault Systèmes is striving to build more inclusive and diverse teams across the globe. We believe that our people are our number one asset and we want all employees to feel empowered to bring their whole selves to work every day. It is our goal that our people feel a sense of pride and a passion for belonging. As a company leading change, it’s our responsibility to foster opportunities for all people to participate in a harmonized Workforce of the Future.","Stage,Temps plein,Études/recherche, Design et Technologies de l’information,Services et conseil informatiques, Développement de logiciels et Services de recherche"
139,Développeur(se) Front React.Js confirmé(e) - Logiciel SaaS - Startup internationale - Fullremote,Octopus IT - Expert du recrutement tech,Paris,il y a 3 semaines,https://fr.linkedin.com/jobs/view/externalApply/3332214480?url=https%3A%2F%2Fjobs%2Eoctopusit%2Efr%2Fjobs%2F1403757-developpeur-se-front-react-js-confirme-e-logiciel-saas-startup-internationale-fullremote&urlHash=Zc94&refId=i0yzABeRBEyzBOB1%2Fv99QQ%3D%3D&trackingId=gxOw4yPyAJwgeqk8sfZ%2FTQ%3D%3D&trk=public_jobs_apply-link-offsite,"La sociétéCette startup aide les entreprises de tous les secteurs à mieux suivre leur présence et la pertinence de leur contenu sur l'ensemble du we.Ce produit SaaS est disponible sur toutes les plateformes et utilisé par plus de 750 000 utilisateurs, présent dans 125 pays avec plus de 4000 entreprises clientes (Microsoft, Adobe, Asos…).Mieux suivre l'image de sa marque, ses valeurs, connaitre ses concurrents ou encore les tendances de l'industrie dans laquelle vous évoluez est indispensable !Des mises à jour en temps réel en ligne et sur les réseaux sociaux sont désormais possible grâce à ce produit innovent et redoutable.Le but ? Aider les entreprises de toute taille à savoir ce qui se dit sur leur marque, leurs concurrents et leur secteur et maximiser ainsi le rayonnement.Cette belle startup n’a cessé de grandir de façon exponentielle et compte aujourd’hui plus de 45 collaborateurs, depuis sa naissance à Paris et l’ouverture de ses bureaux à New York.Le posteVous rejoindrez une équipe composée de 14 software engineer (bientôt 20), dont 3 développeurs Front-end.Caractérisé par un environnement de travail jeune et dynamique, l'entreprise propose à chacun de ses collaborateurs autonomie, responsabilités et développement personnel.Après avoir rejoint l'une des squad, vous serez le propriétaire du front-end de celle-ci.Vos missions :Participer à la conception de nouvelles fonctionnalitésTravailler avec le produit pour assurer une bonne expérience utilisateurDéveloppement de fonctionnalitésContribuer au partage des connaissances avec vos escouades et l'équipeLa stack actuellePHP (7.4) / Symfony (3.4)Javascript / ReactJSREST/GraphQL APIMySQL , Elastic Search, Redis, KafkaPHPStan, Flow, GitHubRedux / RelayVotre profilConnaissance de Javascript/CSSAu moins 2 ans d'expérience avec ReactJSConscient des problématiques de performances et scalabilité,tout en apprécient également la simplicité du codeSensible à l'UX Parler français et anglaisLe salaire & avantages45-55K€ selon expérienceChèque déjeuner Remote friendlyAbonnement spotifyWorkshop tous les vendredis Et plus encore…Ce qu’on préfèreUne équipe soudée qui avance ensembleLes possibilités sont infinies. Une équipe ambitieuse, avec une volonté de changer l'industrie.Des contributeurs du PHP, prêt à partager leurs connaissances sur le back-endCe poste a été soigneusement choisi par votre coach. Powered by Octopus IT, cabinet d’Experts en Recrutement Tech (CDI et clients finaux uniquement) – Visitez nous pour plus d’opportunités : www.octopusit.fr","Non pertinent,Stagiaire / Alternant,Autre,Services de ressources humaines"
140,Développeur junior,Human Wealth,Paris,il y a 3 jours,,"Human Wealth, cabinet de conseil en ressources humaines, recherche pour l’un de ses clients, un éditeur de logiciels spécialisé en intelligence artificielle, un Développeur Junior.Rattaché au directeur du pôle Customer Success, vous développez des applications sur le logiciel en relation avec les clients et à ce titre vos principales missions seront les suivantes :Participer au cadrage technique (définition de l'architecture de l'application et spécifications techniques),Développer l'application,Tester et effectuer le support à l'intégration en lien avec le client.Les interfaces sont développées en Java, Python et aussi en partie sur un langage propriétaire.Vous devenez progressivement référent technique sur une ou plusieurs applications existantes et vous contribuez à l'amélioration du produit.De formation supérieure en informatique, vous justifiez d’une première expérience en développement.Vous maîtrisez un langage de programmation orienté objet idéalement Java et/ou Python.Votre niveau d’orthographe et de grammaire sont excellents.Un anglais courant est nécessaire pour ce poste.Sens du service client, capacité de synthèse, prise de recul et curiosité intellectuelle seront des atouts pour réussir dans ce poste.","Premier emploi,Temps plein,Technologies de l’information et Management de projet,Développement de logiciels"
141,Développeur Front React H/F,Inetum,Meudon,il y a 1 semaine,,"Détail de l'offre  Informations générales  Entité de rattachement  Nous sommes une ESN agile et un groupe international. A l'ère de la post-transformation digitale, nous mettons tout en œuvre pour que chacun de nos 27 000 collaborateurs puisse se renouveler perpétuellement, en vivant positivement son propre flow digital. Chacun d'entre eux peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde plus positif, innover localement dans 26 pays et harmoniser son investissement professionnel et son bien-être personnel.Rejoignez Inetum. Vivez votre flow digital positif.Tous nos postes sont ouverts aux personnes en situation de handicap.Description du poste Métier Métier BS (Business Solutions) - Technique Intitulé du poste Développeur Front React H/F Contrat CDIDescription De La MissionLa Sous-Division BSS du Centre de Compétence Solutions Telco de Inetum, dont l’activité est de réaliser des projets d’intégration d’applications et de systèmes pour les opérateurs télécom, souhaite se renforcer avec un développeur d’applications Front en React.MissionLe développeur Front React vient renforcer l’équipe architecture pour contribuer à des projets ou des missions de développements sur des applications orientées client, et est un référent fonctionnel et technique sur les sujets qu’il traite. Les principales activités du poste sont les suivantes  Développement logiciel Front dans le respect des processus d'Inetum et client (forge, outils, bonnes pratiques…) Le développeur peut aussi être amené à développer sur des aspects Back en Java Participation à la rédaction des spécifications projet (dossier d’architecture, dossier de conception logicielle, cahiers de tests…) Participation à la conception (choix des Frameworks, architecture…) Installation et configuration d’applications Recette applicative Expertise fonctionnelle et technique Participation aux activités de R&D et de veille technologique Profil Expérience/qualificationsDe formation Bac +4/5 en informatique, vous justifiez d’une expérience 2 ans d'expériences dans le développement d’applications Front et React.Compétences généralesBon niveau en français et en anglaisBon relationnel clientCapacité à travailler en équipe dans un contexte multisites et internationalAutonomieFlexibilité et ouverture d’espritRigueur et capacités rédactionnellesMéthodologie Agile/Scrum Compétences techniquesMaîtrise des langages React, ReduxConnaissance des langages et frameworks Typescript, Javascript/jQuery, AngularJS, Node.JS, Java/JEE, CSS, XML, JSON, HTML, shell UNIXIDE et intégration continue Intellij, Eclipse, Git, Jenkins, Sonar, HP FortifyWeb services SOAP et RESTServeurs d’application JBOSS/Wildfly, TomcatSécurité LDAP, SSO (SAML…), SSL, OWASPSystèmes d’exploitation Linux en priorité, Windows occasionnellementCompétences optionnellesExpérience Utilisateur (UX), ergonomieConnaissances d’applications métier orientées client (CRM, Selfcare, Chatbot…)Cloud (AWS, Azure…) et Devops (Docker…)Frameworks Spring MVC, Spring Boot, Spring Security, Swagger, Hibernate, MyBatis, JUnitLocalisation du poste Localisation du poste France, Ile-de-France, 92 Hauts-de-Seine Ville Meudon La ForêtCritères candidat Niveau d'études min. requis Bac+4 Niveau d'expérience min. requis Plus de 2 ans Compétences JavaScriptAngularJSSOAP","Premier emploi,Temps plein,Ingénierie et Technologies de l’information,Services et conseil informatiques"
142,Développeur frontend React,pasteque.io,Paris,il y a 1 semaine,https://fr.linkedin.com/jobs/view/externalApply/3318599708?url=https%3A%2F%2Fwww%2Emeteojob%2Ecom%2Fjobads%2F25825679%3Futm_source%3Dlinkedin%26utm_medium%3Daggregator-free&urlHash=jhQp&refId=i0yzABeRBEyzBOB1%2Fv99QQ%3D%3D&trackingId=zKBJYg9E%2B4qh1s%2FFJGiV8Q%3D%3D&trk=public_jobs_apply-link-offsite,"Description Du PosteL'entrepriseCréée en 2017, c'est une start-up de +150 collaborateurs à forte croissance qui révolutionne le secteur bien poussiéreux des syndics de copropriété.Elle permet aux copropriétaires de se passer d'un syndic professionnel pour la gestion de leur immeuble en remettant au goût du jour un modèle laissé aux oubliettes : le syndic coopératif. Grâce à eux, les copropriétaires gèrent eux-mêmes leurs immeubles rapidement et sereinement.Concrètement, la start-up met à disposition des syndics coopératifs un logiciel SaaS intuitif et clé en main qui automatise les tâches de la gestion de copropriété ainsi que des experts en interne qui prennent le relai sur des sujets complexes : juristes, comptables, experts en bâtiment…lls ont déjà séduit plus de 3 500 copropriétés partout en France et ambitionne de se lancer sur des marchés européens !Pourquoi les rejoindre ?Un produit génial répondant aux problèmes des copropriétaires qui est minutieusement conçu et bichonné par leurs équipes techUn job très gratifiant au quotidien avec des clients qui les adorentDes fondateurs qui ont à cœur le bien-être et le rayonnement de toute la teamDes bureaux magnifiques et flambants neufs offrant un cadre de travail idéalUne passion commune pour les jeux de société en tout genre (et les apéros qui vont avec) tous les vendredisLa missionContribuer à La Croissance De L'application MobileAjouter les meilleures fonctionnalités possibles à l'application pour la rendre plus complète et faire croître le nombre d'utilisateursConstruire la stratégie de l'application mobile avec le reste de la squadFaire de la veille technologique pour continuer à progresser et faire progresser l'équipeMaintenir un haut niveau de qualité sur le projet :code-reviewer le reste de l'équipe mobileeffectuer des tâches techniques pour conserver un niveau de dette faiblecontribuer à la réduction des bugs et mettre en place des actions pour limiter leur reproductionmettre à jour régulièrement les dépendances du projetcontribuer à l'augmentation du code-coverageLeur StackBackend - Ruby on Rails, Rspec, SwaggerFrontend - React, react-query, styled-components, Formik, JestMobile - react-native (0.65.1 avec hermes pour Android), typescript, react-query, react-navigation v6, react-native-reanimated v2, jest, @testing-library/react-native,Database - PostgreSQLError management - SentryCI/CD - Travis + Drone.ioMonitoring - New RelicComment travaillent-ils ? Full remote mais 2 semaines d'onboarding en présentiel dans leurs locaux à ParisSquads autonomes - 1 PM, 1 Designer, 1 Lead Dev et 3 DevsIntelligence collective : les devs participent tôt à la réflexion produit et doivent avoir une appétence produit et être force de propositionEsprit d'équipe : on ira plus loin ensemble !Méthodologie proche du Kanban centré sur l'efficacité et le pragmatismeGrande flexibilité sur les horaires/le remote/l'environnement de travailLe profil recherchéTu as 2 à 3 années d'expérience en ReactTu es capable d'écrire du code structuré et testé de manière efficaceTu as soif de challenges techniques complexes et variésTu es autonome et rigoureux(se)Tu es soucieux(se) de l'expérience utilisateur et de comprendre les problématiques liées au marchéSache que chez eux, ils garantissent l'égalité des chances et la diversité, c'est pourquoi tous leurs postes sont ouverts aux personnes en situation de handicap, seules les compétences et la motivation font la différence !Les modalitésContrat de travail : CDILocalisation : Paris / Full-remoteRémunération selon profil : 50-70K€ fixe + BSPCEAvantages : carte tickets restaurant + mutuelle + participation à 50% des frais de transport + MacBook","Premier emploi,Temps plein,Ingénierie et Technologies de l’information,Services de ressources humaines"
143,Développeur Javascript / Front,B-Hive Engineering,Paris,il y a 1 semaine,https://fr.linkedin.com/jobs/view/externalApply/3320661605?url=https%3A%2F%2Frecrutement%2Eb-hive%2Efr%2Fjobs%2F2145079-developpeur-javascript-front&urlHash=WNjW&refId=i0yzABeRBEyzBOB1%2Fv99QQ%3D%3D&trackingId=p7318a1d3z1LBpJqVFQvrA%3D%3D&trk=public_jobs_apply-link-offsite,"B-Hive est une jeune société d’ingénierie spécialisée dans les domaines de l’industrie, du transport et de la construction. Nous proposons à nos clients des prestations d’assistance technique, de support opérationnel et de gestion de projet.Crée en septembre 2017, B-Hive a connu une croissance importante et compte actuellement plus de 650 collaborateurs et 10 agences : Mulhouse, Paris, Lyon, Grenoble, Bordeaux, Marseille, Nice, Toulouse, Bâle et Montréal.Le nom B-Hive est inspiré de nos valeurs : l’entraide, la stabilité et l’épanouissement personnel de chaque collaborateur. Ce fonctionnement collaboratif similaire à celui d’une ruche contribue au succès global du groupe.En créant B-HIVE, les 3 associés ont fait le pari de faire des valeurs humaines et sociales un avantage compétitif sur un marché très concurrentiel.Dans le cadre du développement de ses activités, B-HIVE recrute un(e)Description De La MissionNous recherchons un développeur Front JAVASCRIPT, très à l’aise techniquement et avec du recul sur son métier et son rôle afin d’être capable de s’intégrer rapidement dans l’équipe.Responsabilités :Contribuer à la vie de l’équipe, dans un cadre agileÊtre autonome et capable d'initiatives, remonter les alertes et le reste à faire sur ses tâchesRéaliser des livrables de qualité en s’engageant sur des coûts de réalisation et en développant des tests, unitaires et fonctionnels, ainsi qu'en rédigeant la documentation nécessaireRéaliser des estimations de complexité des tâches à effectuerContribuer à l’activité d’étude d’architecture technique de l’équipe, ainsi qu'aux choix technologiquesAssurer la mise en production des releases et leur transmission du produit vers les équipes clientesParticiper au transfert de compétences au sein de l'équipe et vers les équipes clientesAssurer un support de haut niveau sur les problèmes d’exploitation rencontrés lors des mises en production ou en vie courante : analyse d'anomalies de production et actions en conséquenceCompétencesUne bonne maitrise des sujets suivants est requise : TypeScript/Node.JS (ou très bon en JavaScript), APIs REST & WebSockets, test unitaires et d'intégration automatisés, clean code / software craftsmanship.Une appétence pour le travail en équipe, un souci de production de code de qualité sont également demandés.","Premier emploi,Temps plein,Ingénierie et Technologies de l’information,Services et conseil aux entreprises"
144,Web Développeur(euse) (H/F),Talents IT,Paris,il y a 1 semaine,https://fr.linkedin.com/jobs/view/externalApply/3310628166?url=https%3A%2F%2Fwww%2Emeteojob%2Ecom%2Fjobads%2F25680893%3Futm_source%3Dlinkedin%26utm_medium%3Daggregator-free&urlHash=8SOp&refId=i0yzABeRBEyzBOB1%2Fv99QQ%3D%3D&trackingId=%2BNWEUDQ3%2FwTI7Rbx42827A%3D%3D&trk=public_jobs_apply-link-offsite,"EntrepriseL'équipe Talents IT s'engage à être réactive et présente pour répondre à vos demandes. Nos consultants ont pour vocation de vous accompagner dans la recherche de vos futurs experts IT, en CDI et en CDD, quel que soit votre secteur d'activité.Description Du PosteTalents IT cabinet de recrutement national spécialisé dans les métiers de l'IT et du Digital proche de ses clients et candidats est résolument tourné vers l'humain.Nos consultants vous conseillent et vous accompagnent dans votre évolution de carrière.Nous recrutons en CDI pour notre client basé à Paris, un(e) Web Développeur(se) C#Notre client est une société spécialisée dans les technologies médicales dernière génération.Au Sein De L'équipe Recherche & Développement Et Rattaché Au Directeur Des Opérations Vos Principales Missions, Sur Des Outils De Pointes Pour Le Secteur Médical SerontLa rédaction du cahier des chargesL'établissement d'une phase de test dans le fonctionnement techniqueL'adaptation de la solution web en responsive designL'amélioration de l'expérience utilisateursDescription Du ProfilDe formation BAC+3, vous avez expérience d'au moins 3 ans sur un poste similaire.Vous maîtrisez C#, Python, Django, HTML/CSS, SQL.Vous êtes une personne autonome, curieuse et créative.","Premier emploi,Temps plein,Marketing , Relations publiques et Rédaction/édition,Services et conseil aux entreprises"
145,Développeur Fullstack,Wemanity Group,Ville de Paris,il y a 1 jour,,"Tu es développeur (H/F) Fullstack et tu souhaites apporter ton savoir-faire dans une équipe de passionnés ? Tu adoptes la culture agile et le software craftsmanship ? Tu aimes mettre en valeur les bonnes pratiques de développement, apprendre et partager ? Cette offre est faite pour toi !Nous recherchons des passionné(e)s qui maîtrisent un des langages et frameworks suivants :Java (Spring, JavaEE, JHipster, Quarkus, Micronaute, Spark, Hibernate)Javascript ou Typescript (NodeJS, ReactJS, VueJS, Angular 8+…)Tu ne maîtrises pas l’un de ces langages ou frameworks mais tu codes avec passion en appliquant des bonnes pratiques de développement? N’hésite pas à nous contacter pour en discuter !Expérience : Profil de 2 ans d’expériences et plus souhaité !A propos de notre Practice Tech :Il s’agit de la communauté de crafts(wo)men de Wemanity. Cette communauté regroupe des développeurs, des tech leaders et des coachs techniques passionnés par le Software Craftsmanship, le DevOps et les technologies de pointe. Centré sur l’humain, cette communauté permet à chaque membre de découvrir, d’expérimenter, d’apprendre et surtout de grandir.Que pouvons-nous t’apporter ?Une communauté de développeurs active, désireuse de s'entraider et de progresser (partage de connaissances mensuel, Mentoring, Meetup, participation à des salons et conférences...)Programme d’accompagnement des plus juniorsFormations/certifications par la Weniversity (notre centre de formation)Un environnement interne propice au partage des connaissances (tant professionnelles que personnelles)Des squads agiles qui fonctionnent en mode startup pour intervenir sur des projets from scratch en interne ou chez nos clientsDes projets à la pointe de l’innovation et des technologiesSalaire attractifDe multiples projets en remoteNotre processus de recrutement en 4 étapes : Ton profil nous intéresse ! Premier échange avec l’un de nos community builder pour faire connaissance et en savoir plus sur tes souhaits d'évolution.KATA : nous te proposons un exercice de code à réaliser qui pourrait être un Kata de code ou de nous présenter l’un de tes projets Git existants.Échange technique : c’est le moment d’échanger sur les pratiques de code avec un membre de la Practice Tech. À toi de lui montrer ce dont tu es capable, il en profitera pour faire une revue de code avec toi sur ton kata.Échange final : Un membre de la direction te rencontrera. C’est la dernière étape essentielle pour rejoindre l’aventure Wemanity !Rencontrons-nous pour partager ta vision de l'entreprise et échanger sur tes passions et tes valeurs. Ce qui compte, c'est ta motivation et ta volonté de progresser. Saisis ta chance et transmets-nous ton CV. Nous avons des rêves, et toi? Postule dès maintenant !","Confirmé,Temps plein,Conseil, Technologies de l’information et Ingénierie,Services et conseil informatiques, Développement de logiciels et Technologie, information et Internet"
